Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2021†","Rabies, Animal, Cum 2021†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2021†","Rabies, Human, Cum 2021†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
SOUTH DAKOTA,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20210527,POINT (-100.230491 44.43614)
WYOMING,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20210556,POINT (-107.55145 42.999627)
MISSOURI,2021,5,,-,3,,1,,,-,,-,0,,,-,,-,MISSOURI,,20210524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,5,,-,26,,14,,27,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20210509,
CALIFORNIA,2021,5,,-,12,,,-,5,,,-,0,,,-,,-,CALIFORNIA,,20210559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,5,,-,5,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20210537,POINT (-80.613729 38.642579)
FLORIDA,2021,5,1,,3,,6,,77,,,-,0,,,-,,-,FLORIDA,,20210531,POINT (-82.420978 28.260731)
MONTANA,2021,5,,-,2,,,-,,-,,-,0,,,-,,-,MONTANA,,20210552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,5,,-,4,,2,,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20210520,
MASSACHUSETTS,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20210505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,5,,-,7,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20210548,
INDIANA,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20210516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20210569,
US TERRITORIES,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20210563,
US RESIDENTS,2021,6,7,,61,,52,,204,,,-,0,,,-,,-,,US RESIDENTS,20210601,
NEW HAMPSHIRE,2021,6,,-,4,,1,,3,,,-,0,,,-,,-,NEW HAMPSHIRE,,20210606,POINT (-71.57139 43.680429)
NEW YORK,2021,6,5,,26,,19,,46,,,-,0,,,-,,-,NEW YORK,,20210611,POINT (-75.59655 42.921241)
PACIFIC,2021,6,,-,13,,,-,9,,,-,0,,,-,,-,,PACIFIC,20210657,
WEST SOUTH CENTRAL,2021,6,1,,33,,12,,24,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20210643,
NEBRASKA,2021,6,,-,4,,1,,,-,,-,0,,,-,,-,NEBRASKA,,20210625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,6,,-,6,,,-,2,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20210638,
NORTH DAKOTA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20210626,POINT (-100.46931 47.446305)
NEVADA,2021,6,,-,2,,,-,,-,,-,0,,,-,,-,NEVADA,,20210653,POINT (-114.916992 39.283294)
ILLINOIS,2021,6,,-,6,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20210615,POINT (-89.148632 40.124144)
IOWA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20210621,POINT (-93.500061 42.074659)
TEXAS,2021,6,,-,33,,9,,20,,,-,0,,,-,,-,TEXAS,,20210647,POINT (-99.317341 31.447238)
ALASKA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20210658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210630,POINT (-77.016275 38.904785)
WASHINGTON,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20210662,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,6,,-,12,,6,,13,,,-,0,,,-,,-,,NEW ENGLAND,20210602,
RHODE ISLAND,2021,6,,-,12,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20210607,POINT (-71.534637 41.572574)
OREGON,2021,6,,-,2,,,-,,-,,-,0,,,-,,-,OREGON,,20210661,POINT (-120.605279 43.940449)
DELAWARE,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20210629,POINT (-75.452394 38.994926)
ALABAMA,2021,6,,-,4,,,-,1,,,-,0,,,-,,-,ALABAMA,,20210639,POINT (-86.844516 32.756889)
KANSAS,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20210622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,6,,-,11,,5,,30,,,-,0,,,-,,-,NORTH CAROLINA,,20210634,POINT (-79.130883 35.52603)
GUAM,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210666,POINT (144.653198 13.3532)
NEW JERSEY,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20210610,POINT (-74.655514 40.110253)
NEW MEXICO,2021,6,,-,2,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20210654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,6,,-,14,,1,,2,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20210614,
TENNESSEE,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20210642,POINT (-86.343226 35.842998)
CONNECTICUT,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20210603,POINT (-72.738288 41.575155)
MARYLAND,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20210633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,6,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20210635,POINT (-80.864614 33.878572)
OKLAHOMA,2021,6,1,,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20210646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210665,POINT (145.725693 15.1834)
OHIO,2021,6,,-,3,,1,,,-,,-,0,,,-,,-,OHIO,,20210618,POINT (-82.70936 40.415534)
MINNESOTA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210623,POINT (-94.198308 46.349153)
LOUISIANA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20210645,POINT (-91.840238 30.921314)
HAWAII,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20210660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,6,1,,12,,12,,107,,,-,0,,,-,,-,,SOUTH ATLANTIC,20210628,
PENNSYLVANIA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20210613,POINT (-77.838886 40.896694)
UTAH,2021,6,,-,3,,,-,,-,,-,0,,,-,,-,UTAH,,20210655,POINT (-111.678222 39.323779)
COLORADO,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20210650,POINT (-105.547832 38.998552)
VERMONT,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20210608,POINT (-72.662695 44.075252)
KENTUCKY,2021,6,,-,5,,,-,1,,,-,0,,,-,,-,KENTUCKY,,20210640,POINT (-85.290484 37.526683)
PUERTO RICO,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20210667,POINT (-66.414655 18.215692)
MAINE,2021,6,,-,6,,5,,10,,,-,0,,,-,,-,MAINE,,20210604,POINT (-69.06137 45.117911)
VIRGINIA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20210636,POINT (-78.666382 37.510861)
ARIZONA,2021,6,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20210649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210664,
WISCONSIN,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20210619,POINT (-89.732969 44.639954)
IDAHO,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20210651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210668,POINT (-64.840836 18.060868)
MICHIGAN,2021,6,,-,6,,,-,1,,,-,0,,,-,,-,MICHIGAN,,20210617,POINT (-85.730977 44.874798)
GEORGIA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20210632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20210612,
ARKANSAS,2021,6,,-,3,,1,,4,,,-,0,,,-,,-,ARKANSAS,,20210644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,6,,-,1,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20210641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20210627,POINT (-100.230491 44.43614)
WYOMING,2021,6,,-,3,,,-,1,,,-,0,,,-,,-,WYOMING,,20210656,POINT (-107.55145 42.999627)
MISSOURI,2021,6,,-,3,,1,,,-,,-,0,,,-,,-,MISSOURI,,20210624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,6,5,,26,,19,,46,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20210609,
CALIFORNIA,2021,6,,-,12,,,-,9,,,-,0,,,-,,-,CALIFORNIA,,20210659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,6,,-,5,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20210637,POINT (-80.613729 38.642579)
FLORIDA,2021,6,1,,3,,7,,77,,,-,0,,,-,,-,FLORIDA,,20210631,POINT (-82.420978 28.260731)
MONTANA,2021,6,,-,2,,,-,,-,,-,0,,,-,,-,MONTANA,,20210652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,6,,-,4,,2,,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20210620,
MASSACHUSETTS,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20210605,POINT (-71.481104 42.151077)
MOUNTAIN,2021,6,,-,7,,,-,1,,,-,0,,,-,,-,,MOUNTAIN,20210648,
INDIANA,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20210616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20210669,
US TERRITORIES,2021,6,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20210663,
ARIZONA,2021,10,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20211049,POINT (-111.664616 34.293239)
TOTAL,2021,7,6,,61,,72,,223,,,-,0,,,-,,-,,TOTAL,20210770,
US RESIDENTS,2021,7,6,,61,,72,,223,,,-,0,,,-,,-,,US RESIDENTS,20210701,
NEW HAMPSHIRE,2021,7,,-,4,,1,,3,,,-,0,,,-,,-,NEW HAMPSHIRE,,20210706,POINT (-71.57139 43.680429)
NEW YORK,2021,7,2,,26,,21,,57,,,-,0,,,-,,-,NEW YORK,,20210711,POINT (-75.59655 42.921241)
PACIFIC,2021,7,,-,13,,,-,9,,,-,0,,,-,,-,,PACIFIC,20210757,
WEST SOUTH CENTRAL,2021,7,1,,33,,13,,26,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20210743,
NEBRASKA,2021,7,,-,4,,1,,,-,,-,0,,,-,,-,NEBRASKA,,20210725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,7,,-,6,,,-,3,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20210738,
NORTH DAKOTA,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20210726,POINT (-100.46931 47.446305)
NEVADA,2021,7,,-,2,,,-,,-,,-,0,,,-,,-,NEVADA,,20210753,POINT (-114.916992 39.283294)
ILLINOIS,2021,7,,-,6,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20210715,POINT (-89.148632 40.124144)
IOWA,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20210721,POINT (-93.500061 42.074659)
TEXAS,2021,7,1,,33,,10,,22,,,-,0,,,-,,-,TEXAS,,20210747,POINT (-99.317341 31.447238)
ALASKA,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20210758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210730,POINT (-77.016275 38.904785)
WASHINGTON,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20210762,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,7,2,,12,,8,,13,,,-,0,,,-,,-,,NEW ENGLAND,20210702,
RHODE ISLAND,2021,7,,-,12,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20210707,POINT (-71.534637 41.572574)
OREGON,2021,7,,-,2,,,-,,-,,-,0,,,-,,-,OREGON,,20210761,POINT (-120.605279 43.940449)
DELAWARE,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20210729,POINT (-75.452394 38.994926)
ALABAMA,2021,7,,-,4,,,-,2,,,-,0,,,-,,-,ALABAMA,,20210739,POINT (-86.844516 32.756889)
KANSAS,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20210722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,7,,-,11,,19,,31,,,-,0,,,-,,-,NORTH CAROLINA,,20210734,POINT (-79.130883 35.52603)
GUAM,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210766,POINT (144.653198 13.3532)
NEW JERSEY,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20210710,POINT (-74.655514 40.110253)
NEW MEXICO,2021,7,,-,2,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20210754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,7,,-,14,,1,,2,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20210714,
TENNESSEE,2021,7,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20210742,POINT (-86.343226 35.842998)
