Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2021†","Rabies, Animal, Cum 2021†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2021†","Rabies, Human, Cum 2021†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
ALABAMA,2021,44,1,,3,,34,,43,,,-,0,,,-,,-,ALABAMA,,20214439,POINT (-86.844516 32.756889)
KANSAS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,44,,-,10,,178,,272,,,-,0,,,-,,-,NORTH CAROLINA,,20214434,POINT (-79.130883 35.52603)
GUAM,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214466,POINT (144.653198 13.3532)
NEW JERSEY,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20214410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,44,,-,2,,6,,12,,,-,0,,,-,,-,NEW MEXICO,,20214454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,44,,-,8,,97,,117,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20214414,
TENNESSEE,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214403,POINT (-72.738288 41.575155)
MARYLAND,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,44,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20214435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,44,4,,41,,33,,4,,,-,0,,,-,,-,OKLAHOMA,,20214446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214465,POINT (145.725693 15.1834)
OHIO,2021,44,,-,3,,31,,38,,,-,0,,,-,,-,OHIO,,20214418,POINT (-82.70936 40.415534)
MINNESOTA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20214423,POINT (-94.198308 46.349153)
LOUISIANA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20214445,POINT (-91.840238 30.921314)
HAWAII,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,44,,-,24,,249,,378,,,-,0,,,-,,-,,SOUTH ATLANTIC,20214428,
PENNSYLVANIA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20214413,POINT (-77.838886 40.896694)
UTAH,2021,44,,-,2,,5,,9,,,-,0,,,-,,-,UTAH,,20214455,POINT (-111.678222 39.323779)
COLORADO,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20214450,POINT (-105.547832 38.998552)
VERMONT,2021,44,2,,3,,12,,11,,,-,0,,,-,,-,VERMONT,,20214408,POINT (-72.662695 44.075252)
KENTUCKY,2021,44,1,,4,,14,,14,,,-,0,,,-,,-,KENTUCKY,,20214440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20214467,POINT (-66.414655 18.215692)
MAINE,2021,44,1,,4,,54,,67,,,-,0,,,-,,-,MAINE,,20214404,POINT (-69.06137 45.117911)
VIRGINIA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20214436,POINT (-78.666382 37.510861)
ARIZONA,2021,44,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20214449,POINT (-111.664616 34.293239)
WISCONSIN,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20214419,POINT (-89.732969 44.639954)
IDAHO,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20214451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214468,POINT (-64.840836 18.060868)
MICHIGAN,2021,44,,-,4,,28,,41,,,-,0,,,-,,-,MICHIGAN,,20214417,POINT (-85.730977 44.874798)
GEORGIA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20214432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,44,,-,2,,6,,32,,,-,0,,,-,,-,,NEW YORK CITY,20214412,
ARKANSAS,2021,44,,-,2,,10,,30,,,-,0,,,-,,-,ARKANSAS,,20214444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,44,,-,0,,,-,2,,,-,0,,,-,,-,MISSISSIPPI,,20214441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,44,,-,0,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20214427,POINT (-100.230491 44.43614)
WYOMING,2021,44,,-,1,,,-,39,,,-,0,,,-,,-,WYOMING,,20214456,POINT (-107.55145 42.999627)
MISSOURI,2021,44,,-,1,,5,,16,,,-,0,,,-,,-,MISSOURI,,20214424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,44,1,,17,,217,,32,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214409,
CALIFORNIA,2021,44,,-,10,,127,,200,,,-,0,,,-,,-,CALIFORNIA,,20214459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,44,,-,1,,1,,24,,,-,0,,,-,,-,WEST VIRGINIA,,20214437,POINT (-80.613729 38.642579)
FLORIDA,2021,44,,-,19,,70,,82,,,-,0,,,-,,-,FLORIDA,,20214431,POINT (-82.420978 28.260731)
MONTANA,2021,44,,-,3,,18,,13,,,-,0,,,-,,-,MONTANA,,20214452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,44,,-,4,,35,,47,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20214420,
MASSACHUSETTS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20214405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,44,,-,7,,35,,99,,,-,0,,,-,,-,,MOUNTAIN,20214448,
INDIANA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20214416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214469,
US TERRITORIES,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20214463,
TOTAL,2021,45,12,,69,,1270,,1480,,,-,0,,,-,,-,,TOTAL,20214570,
US RESIDENTS,2021,45,12,,69,,1270,,1480,,,-,0,,,-,,-,,US RESIDENTS,20214501,
NEW HAMPSHIRE,2021,45,,-,3,,23,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20214506,POINT (-71.57139 43.680429)
NEW YORK,2021,45,5,,17,,216,,,-,,-,0,,,-,,-,NEW YORK,,20214511,POINT (-75.59655 42.921241)
PACIFIC,2021,45,,-,10,,137,,216,,,-,0,,,-,,-,,PACIFIC,20214557,
WEST SOUTH CENTRAL,2021,45,4,,43,,342,,406,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20214543,
NEBRASKA,2021,45,,-,4,,30,,22,,,-,0,,,-,,-,NEBRASKA,,20214525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,45,1,,6,,49,,59,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214538,
NORTH DAKOTA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214526,POINT (-100.46931 47.446305)
NEVADA,2021,45,,-,1,,6,,26,,,-,0,,,-,,-,NEVADA,,20214553,POINT (-114.916992 39.283294)
ILLINOIS,2021,45,1,,5,,39,,38,,,-,0,,,-,,-,ILLINOIS,,20214515,POINT (-89.148632 40.124144)
IOWA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214521,POINT (-93.500061 42.074659)
TEXAS,2021,45,1,,14,,290,,370,,,-,0,,,-,,-,TEXAS,,20214547,POINT (-99.317341 31.447238)
ALASKA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214530,POINT (-77.016275 38.904785)
WASHINGTON,2021,45,,-,8,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20214562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,45,1,,13,,99,,121,,,-,0,,,-,,-,,NEW ENGLAND,20214502,
RHODE ISLAND,2021,45,,-,13,,8,,17,,,-,0,,,-,,-,RHODE ISLAND,,20214507,POINT (-71.534637 41.572574)
OREGON,2021,45,,-,2,,10,,15,,,-,0,,,-,,-,OREGON,,20214561,POINT (-120.605279 43.940449)
DELAWARE,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214529,POINT (-75.452394 38.994926)
ALABAMA,2021,45,1,,3,,35,,43,,,-,0,,,-,,-,ALABAMA,,20214539,POINT (-86.844516 32.756889)
KANSAS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,45,,-,10,,178,,275,,,-,0,,,-,,-,NORTH CAROLINA,,20214534,POINT (-79.130883 35.52603)
GUAM,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214566,POINT (144.653198 13.3532)
NEW JERSEY,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20214510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,45,,-,2,,6,,13,,,-,0,,,-,,-,NEW MEXICO,,20214554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,45,1,,8,,100,,118,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20214514,
TENNESSEE,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214503,POINT (-72.738288 41.575155)
MARYLAND,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,45,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20214535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,45,1,,41,,34,,4,,,-,0,,,-,,-,OKLAHOMA,,20214546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214565,POINT (145.725693 15.1834)
OHIO,2021,45,,-,3,,33,,38,,,-,0,,,-,,-,OHIO,,20214518,POINT (-82.70936 40.415534)
MINNESOTA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20214523,POINT (-94.198308 46.349153)
LOUISIANA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20214545,POINT (-91.840238 30.921314)
HAWAII,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,45,,-,24,,251,,381,,,-,0,,,-,,-,,SOUTH ATLANTIC,20214528,
PENNSYLVANIA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20214513,POINT (-77.838886 40.896694)
UTAH,2021,45,,-,2,,5,,9,,,-,0,,,-,,-,UTAH,,20214555,POINT (-111.678222 39.323779)
COLORADO,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20214550,POINT (-105.547832 38.998552)
VERMONT,2021,45,,-,3,,12,,12,,,-,0,,,-,,-,VERMONT,,20214508,POINT (-72.662695 44.075252)
KENTUCKY,2021,45,,-,4,,14,,14,,,-,0,,,-,,-,KENTUCKY,,20214540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20214567,POINT (-66.414655 18.215692)
MAINE,2021,45,1,,4,,56,,67,,,-,0,,,-,,-,MAINE,,20214504,POINT (-69.06137 45.117911)
VIRGINIA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20214536,POINT (-78.666382 37.510861)
ARIZONA,2021,45,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20214549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214564,
WISCONSIN,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20214519,POINT (-89.732969 44.639954)
IDAHO,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20214551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214568,POINT (-64.840836 18.060868)
MICHIGAN,2021,45,,-,4,,28,,42,,,-,0,,,-,,-,MICHIGAN,,20214517,POINT (-85.730977 44.874798)
GEORGIA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20214532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,45,,-,2,,6,,32,,,-,0,,,-,,-,,NEW YORK CITY,20214512,
ARKANSAS,2021,45,2,,2,,18,,32,,,-,0,,,-,,-,ARKANSAS,,20214544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,45,,-,0,,,-,2,,,-,0,,,-,,-,MISSISSIPPI,,20214541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,45,,-,0,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20214527,POINT (-100.230491 44.43614)
WYOMING,2021,45,,-,1,,,-,39,,,-,0,,,-,,-,WYOMING,,20214556,POINT (-107.55145 42.999627)
MISSOURI,2021,45,,-,1,,5,,16,,,-,0,,,-,,-,MISSOURI,,20214524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,45,5,,17,,222,,32,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214509,
CALIFORNIA,2021,45,,-,10,,127,,201,,,-,0,,,-,,-,CALIFORNIA,,20214559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,45,,-,1,,1,,24,,,-,0,,,-,,-,WEST VIRGINIA,,20214537,POINT (-80.613729 38.642579)
FLORIDA,2021,45,,-,19,,72,,82,,,-,0,,,-,,-,FLORIDA,,20214531,POINT (-82.420978 28.260731)
MONTANA,2021,45,,-,3,,18,,13,,,-,0,,,-,,-,MONTANA,,20214552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,45,,-,4,,35,,47,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20214520,
MASSACHUSETTS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20214505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,45,,-,7,,35,,100,,,-,0,,,-,,-,,MOUNTAIN,20214548,
INDIANA,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20214516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20214569,
US TERRITORIES,2021,45,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20214563,
TOTAL,2021,51,2,,69,,1520,,1814,,,-,1,,1,,,-,,TOTAL,20215170,
US RESIDENTS,2021,51,2,,69,,1520,,1814,,,-,1,,1,,,-,,US RESIDENTS,20215101,
NEW HAMPSHIRE,2021,51,,-,3,,23,,28,,,-,0,,,-,,-,NEW HAMPSHIRE,,20215106,POINT (-71.57139 43.680429)
NEW YORK,2021,51,1,,17,,281,,28,,,-,0,,,-,,-,NEW YORK,,20215111,POINT (-75.59655 42.921241)
PACIFIC,2021,51,,-,11,,158,,226,,,-,0,,,-,,-,,PACIFIC,20215157,
WEST SOUTH CENTRAL,2021,51,,-,43,,398,,574,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20215143,
NEBRASKA,2021,51,,-,4,,32,,23,,,-,0,,,-,,-,NEBRASKA,,20215125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,51,,-,6,,51,,67,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20215138,
NORTH DAKOTA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20215126,POINT (-100.46931 47.446305)
NEVADA,2021,51,,-,2,,10,,26,,,-,0,,,-,,-,NEVADA,,20215153,POINT (-114.916992 39.283294)
ILLINOIS,2021,51,,-,5,,40,,38,,,-,0,,,-,,-,ILLINOIS,,20215115,POINT (-89.148632 40.124144)
IOWA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20215121,POINT (-93.500061 42.074659)
TEXAS,2021,51,,-,14,,344,,537,,,-,0,,,-,,-,TEXAS,,20215147,POINT (-99.317341 31.447238)
ALASKA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20215158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20215130,POINT (-77.016275 38.904785)
WASHINGTON,2021,51,,-,8,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20215162,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,51,1,,13,,106,,128,,,-,0,,,-,,-,,NEW ENGLAND,20215102,
RHODE ISLAND,2021,51,,-,13,,8,,17,,,-,0,,,-,,-,RHODE ISLAND,,20215107,POINT (-71.534637 41.572574)
OREGON,2021,51,,-,2,,10,,15,,,-,0,,,-,,-,OREGON,,20215161,POINT (-120.605279 43.940449)
DELAWARE,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20215129,POINT (-75.452394 38.994926)
ALABAMA,2021,51,,-,3,,36,,51,,,-,0,,,-,,-,ALABAMA,,20215139,POINT (-86.844516 32.756889)
KANSAS,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20215122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,51,,-,10,,185,,291,,,-,0,,,-,,-,NORTH CAROLINA,,20215134,POINT (-79.130883 35.52603)
GUAM,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20215166,POINT (144.653198 13.3532)
NEW JERSEY,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20215110,POINT (-74.655514 40.110253)
NEW MEXICO,2021,51,,-,2,,6,,14,,,-,0,,,-,,-,NEW MEXICO,,20215154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,51,,-,8,,108,,125,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20215114,
TENNESSEE,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20215142,POINT (-86.343226 35.842998)
CONNECTICUT,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20215103,POINT (-72.738288 41.575155)
MARYLAND,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20215133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,51,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20215135,POINT (-80.864614 33.878572)
OKLAHOMA,2021,51,,-,41,,34,,4,,,-,0,,,-,,-,OKLAHOMA,,20215146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20215165,POINT (145.725693 15.1834)
OHIO,2021,51,,-,3,,36,,40,,,-,0,,,-,,-,OHIO,,20215118,POINT (-82.70936 40.415534)
MINNESOTA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20215123,POINT (-94.198308 46.349153)
LOUISIANA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20215145,POINT (-91.840238 30.921314)
HAWAII,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20215160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,51,,-,24,,267,,399,,,-,0,,,-,,-,,SOUTH ATLANTIC,20215128,
PENNSYLVANIA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20215113,POINT (-77.838886 40.896694)
UTAH,2021,51,,-,2,,5,,9,,,-,0,,,-,,-,UTAH,,20215155,POINT (-111.678222 39.323779)
COLORADO,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20215150,POINT (-105.547832 38.998552)
VERMONT,2021,51,,-,3,,14,,12,,,-,0,,,-,,-,VERMONT,,20215108,POINT (-72.662695 44.075252)
KENTUCKY,2021,51,,-,4,,15,,14,,,-,0,,,-,,-,KENTUCKY,,20215140,POINT (-85.290484 37.526683)
PUERTO RICO,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20215167,POINT (-66.414655 18.215692)
MAINE,2021,51,1,,4,,61,,71,,,-,0,,,-,,-,MAINE,,20215104,POINT (-69.06137 45.117911)
VIRGINIA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20215136,POINT (-78.666382 37.510861)
ARIZONA,2021,51,,-,3,,56,,81,,,-,0,,,-,,-,ARIZONA,,20215149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,51,,U,,NC,,U,,U,,U,,NC,,U,,U,AMERICAN SAMOA,,20215164,
WISCONSIN,2021,51,,N,,NC,,N,,N,,-,0,,,-,,-,WISCONSIN,,20215119,POINT (-89.732969 44.639954)
IDAHO,2021,51,,-,0,,,-,,-,,-,1,,1,,,-,IDAHO,,20215151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,U.S. VIRGIN ISLANDS,,20215168,
MICHIGAN,2021,51,,-,4,,32,,47,,,-,0,,,-,,-,MICHIGAN,,20215117,POINT (-85.730977 44.874798)
GEORGIA,2021,51,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20215132,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,51,,-,2,,6,,37,,,-,0,,,-,,-,NEW YORK CITY,,20215112,
ARKANSAS,2021,51,,-,2,,20,,33,,,-,0,,,-,,-,ARKANSAS,,20215144,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,51,,-,0,,,-,2,,,-,0,,,-,,-,MISSISSIPPI,,20215141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,51,,-,0,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20215127,POINT (-100.230491 44.43614)
WYOMING,2021,51,,-,0,,,-,40,,,-,0,,,-,,-,WYOMING,,20215156,POINT (-107.55145 42.999627)
MISSOURI,2021,51,,-,3,,18,,16,,,-,0,,,-,,-,MISSOURI,,20215124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,51,1,,17,,287,,65,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20215109,
TOTAL,2021,46,19,,69,,1314,,1500,,,-,1,,,-,,-,,TOTAL,20214670,
US RESIDENTS,2021,46,19,,69,,1314,,1500,,,-,1,,,-,,-,,US RESIDENTS,20214601,
NEW HAMPSHIRE,2021,46,,-,3,,23,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20214606,POINT (-71.57139 43.680429)
NEW YORK,2021,46,12,,17,,228,,,-,,-,0,,,-,,-,NEW YORK,,20214611,POINT (-75.59655 42.921241)
PACIFIC,2021,46,,-,11,,150,,218,,,-,0,,,-,,-,,PACIFIC,20214657,
WEST SOUTH CENTRAL,2021,46,5,,43,,355,,411,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20214643,
NEBRASKA,2021,46,1,,4,,31,,22,,,-,0,,,-,,-,NEBRASKA,,20214625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,46,1,,6,,50,,61,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214638,
NORTH DAKOTA,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214626,POINT (-100.46931 47.446305)
NEVADA,2021,46,,-,1,,6,,26,,,-,0,,,-,,-,NEVADA,,20214653,POINT (-114.916992 39.283294)
ILLINOIS,2021,46,,-,5,,39,,38,,,-,0,,,-,,-,ILLINOIS,,20214615,POINT (-89.148632 40.124144)
IOWA,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214621,POINT (-93.500061 42.074659)
TEXAS,2021,46,5,,14,,303,,375,,,-,0,,,-,,-,TEXAS,,20214647,POINT (-99.317341 31.447238)
ALASKA,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214630,POINT (-77.016275 38.904785)
WASHINGTON,2021,46,,-,8,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20214662,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,46,,-,13,,99,,122,,,-,0,,,-,,-,,NEW ENGLAND,20214602,
RHODE ISLAND,2021,46,,-,13,,8,,17,,,-,0,,,-,,-,RHODE ISLAND,,20214607,POINT (-71.534637 41.572574)
OREGON,2021,46,,-,2,,10,,15,,,-,0,,,-,,-,OREGON,,20214661,POINT (-120.605279 43.940449)
DELAWARE,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214629,POINT (-75.452394 38.994926)
ALABAMA,2021,46,1,,3,,36,,45,,,-,0,,,-,,-,ALABAMA,,20214639,POINT (-86.844516 32.756889)
KANSAS,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,46,,-,10,,178,,278,,,-,0,,,-,,-,NORTH CAROLINA,,20214634,POINT (-79.130883 35.52603)
GUAM,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214666,POINT (144.653198 13.3532)
NEW JERSEY,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20214610,POINT (-74.655514 40.110253)
NEW MEXICO,2021,46,,-,2,,6,,14,,,-,0,,,-,,-,NEW MEXICO,,20214654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,46,,-,8,,101,,120,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20214614,
TENNESSEE,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214642,POINT (-86.343226 35.842998)
CONNECTICUT,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214603,POINT (-72.738288 41.575155)
MARYLAND,2021,46,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,46,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20214635,POINT (-80.864614 33.878572)
