Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
SOUTH DAKOTA,2020,39,,-,1,,,-,16,,,-,0,,,-,,-,SOUTH DAKOTA,,20203927,POINT (-100.230491 44.43614)
WYOMING,2020,39,,-,1,,,-,25,,,-,0,,,-,,-,WYOMING,,20203956,POINT (-107.55145 42.999627)
MISSOURI,2020,39,,-,3,,9,,20,,,-,0,,,-,,-,MISSOURI,,20203924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,39,12,,27,,332,,417,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203909,
TOTAL,2020,35,40,,76,,1139,,1838,,,-,0,,,-,,-,,TOTAL,20203570,
US RESIDENTS,2020,35,40,,76,,1139,,1838,,,-,0,,,-,,-,,US RESIDENTS,20203501,
NEW HAMPSHIRE,2020,35,,-,2,,14,,24,,,-,0,,,-,,-,NEW HAMPSHIRE,,20203506,POINT (-71.57139 43.680429)
NEW YORK,2020,35,24,,27,,297,,373,,,-,0,,,-,,-,NEW YORK,,20203511,POINT (-75.59655 42.921241)
PACIFIC,2020,35,,-,16,,70,,177,,,-,0,,,-,,-,,PACIFIC,20203557,
WEST SOUTH CENTRAL,2020,35,,-,22,,249,,411,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20203543,
NEBRASKA,2020,35,,-,4,,13,,14,,,-,0,,,-,,-,NEBRASKA,,20203525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,35,1,,7,,45,,46,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20203538,
NORTH DAKOTA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20203526,POINT (-100.46931 47.446305)
NEVADA,2020,35,,-,2,,7,,10,,,-,0,,,-,,-,NEVADA,,20203553,POINT (-114.916992 39.283294)
ILLINOIS,2020,35,1,,6,,29,,40,,,-,0,,,-,,-,ILLINOIS,,20203515,POINT (-89.148632 40.124144)
IOWA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20203521,POINT (-93.500061 42.074659)
TEXAS,2020,35,,-,20,,247,,373,,,-,0,,,-,,-,TEXAS,,20203547,POINT (-99.317341 31.447238)
ALASKA,2020,35,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20203558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203530,POINT (-77.016275 38.904785)
WASHINGTON,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20203562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,35,,-,9,,77,,108,,,-,0,,,-,,-,,NEW ENGLAND,20203502,
RHODE ISLAND,2020,35,,-,7,,10,,14,,,-,0,,,-,,-,RHODE ISLAND,,20203507,POINT (-71.534637 41.572574)
OREGON,2020,35,,-,0,,,-,2,,,-,0,,,-,,-,OREGON,,20203561,POINT (-120.605279 43.940449)
DELAWARE,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20203529,POINT (-75.452394 38.994926)
ALABAMA,2020,35,1,,4,,36,,36,,,-,0,,,-,,-,ALABAMA,,20203539,POINT (-86.844516 32.756889)
KANSAS,2020,35,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20203522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,35,7,,15,,218,,210,,,-,0,,,-,,-,NORTH CAROLINA,,20203534,POINT (-79.130883 35.52603)
GUAM,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203566,POINT (144.653198 13.3532)
NEW JERSEY,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20203510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,35,,-,2,,8,,17,,,-,0,,,-,,-,NEW MEXICO,,20203554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,35,2,,13,,69,,103,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20203514,
TENNESSEE,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20203542,POINT (-86.343226 35.842998)
AMERICAN SAMOA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203564,
CALIFORNIA,2020,39,1,,14,,109,,208,,,-,0,,,-,,-,CALIFORNIA,,20203959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,39,,-,5,,22,,44,,,-,0,,,-,,-,WEST VIRGINIA,,20203937,POINT (-80.613729 38.642579)
FLORIDA,2020,39,,-,38,,55,,120,,,-,0,,,-,,-,FLORIDA,,20203931,POINT (-82.420978 28.260731)
MONTANA,2020,39,,-,2,,12,,16,,,-,0,,,-,,-,MONTANA,,20203952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,39,,-,6,,26,,81,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203920,
MASSACHUSETTS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20203905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,39,,-,7,,30,,90,,,-,0,,,-,,-,,MOUNTAIN,20203948,
CONNECTICUT,2020,35,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20203503,POINT (-72.738288 41.575155)
MARYLAND,2020,35,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20203533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,35,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20203535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,35,,-,4,,2,,17,,,-,0,,,-,,-,OKLAHOMA,,20203546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203565,POINT (145.725693 15.1834)
OHIO,2020,35,1,,3,,25,,32,,,-,0,,,-,,-,OHIO,,20203518,POINT (-82.70936 40.415534)
MINNESOTA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20203523,POINT (-94.198308 46.349153)
LOUISIANA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20203545,POINT (-91.840238 30.921314)
HAWAII,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20203560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,35,12,,34,,288,,479,,,-,0,,,-,,-,,SOUTH ATLANTIC,20203528,
PENNSYLVANIA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20203513,POINT (-77.838886 40.896694)
UTAH,2020,35,,-,3,,1,,8,,,-,0,,,-,,-,UTAH,,20203555,POINT (-111.678222 39.323779)
COLORADO,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20203550,POINT (-105.547832 38.998552)
VERMONT,2020,35,,-,2,,,-,10,,,-,0,,,-,,-,VERMONT,,20203508,POINT (-72.662695 44.075252)
KENTUCKY,2020,35,,-,5,,8,,9,,,-,0,,,-,,-,KENTUCKY,,20203540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203567,POINT (-66.414655 18.215692)
MAINE,2020,35,,-,6,,53,,52,,,-,0,,,-,,-,MAINE,,20203504,POINT (-69.06137 45.117911)
VIRGINIA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20203536,POINT (-78.666382 37.510861)
ARIZONA,2020,35,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20203549,POINT (-111.664616 34.293239)
WISCONSIN,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20203519,POINT (-89.732969 44.639954)
IDAHO,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20203551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203568,POINT (-64.840836 18.060868)
MICHIGAN,2020,35,,-,6,,15,,31,,,-,0,,,-,,-,MICHIGAN,,20203517,POINT (-85.730977 44.874798)
GEORGIA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20203532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20203512,
ARKANSAS,2020,35,,-,3,,,-,21,,,-,0,,,-,,-,ARKANSAS,,20203544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,35,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20203541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,35,,-,2,,,-,11,,,-,0,,,-,,-,SOUTH DAKOTA,,20203527,POINT (-100.230491 44.43614)
WYOMING,2020,35,,-,2,,,-,23,,,-,0,,,-,,-,WYOMING,,20203556,POINT (-107.55145 42.999627)
MISSOURI,2020,35,,-,3,,9,,17,,,-,0,,,-,,-,MISSOURI,,20203524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,35,24,,27,,297,,373,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203509,
CALIFORNIA,2020,35,,-,16,,70,,168,,,-,0,,,-,,-,CALIFORNIA,,20203559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,35,5,,5,,22,,37,,,-,0,,,-,,-,WEST VIRGINIA,,20203537,POINT (-80.613729 38.642579)
FLORIDA,2020,35,,-,31,,48,,120,,,-,0,,,-,,-,FLORIDA,,20203531,POINT (-82.420978 28.260731)
MONTANA,2020,35,1,,2,,6,,12,,,-,0,,,-,,-,MONTANA,,20203552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,35,,-,6,,22,,71,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203520,
MASSACHUSETTS,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20203505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,35,1,,9,,22,,70,,,-,0,,,-,,-,,MOUNTAIN,20203548,
INDIANA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20203516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203569,
US TERRITORIES,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203563,
US RESIDENTS,2020,47,22,,57,,1640,,2484,,,-,0,,,-,,-,,US RESIDENTS,20204701,
NEW HAMPSHIRE,2020,47,4,,2,,25,,28,,,-,0,,,-,,-,NEW HAMPSHIRE,,20204706,POINT (-71.57139 43.680429)
NEW YORK,2020,47,2,,26,,393,,514,,,-,0,,,-,,-,NEW YORK,,20204711,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,47,9,,33,,384,,556,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204743,
NEBRASKA,2020,47,,-,4,,22,,20,,,-,0,,,-,,-,NEBRASKA,,20204725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,47,1,,6,,58,,64,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204738,
NORTH DAKOTA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204726,POINT (-100.46931 47.446305)
ILLINOIS,2020,47,,-,6,,38,,53,,,-,0,,,-,,-,ILLINOIS,,20204715,POINT (-89.148632 40.124144)
IOWA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204721,POINT (-93.500061 42.074659)
TEXAS,2020,47,9,,33,,355,,508,,,-,0,,,-,,-,TEXAS,,20204747,POINT (-99.317341 31.447238)
DISTRICT OF COLUMBIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204730,POINT (-77.016275 38.904785)
NEW ENGLAND,2020,47,5,,8,,112,,153,,,-,0,,,-,,-,,NEW ENGLAND,20204702,
RHODE ISLAND,2020,47,,-,7,,17,,22,,,-,0,,,-,,-,RHODE ISLAND,,20204707,POINT (-71.534637 41.572574)
DELAWARE,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204729,POINT (-75.452394 38.994926)
ALABAMA,2020,47,1,,4,,44,,47,,,-,0,,,-,,-,ALABAMA,,20204739,POINT (-86.844516 32.756889)
KANSAS,2020,47,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20204722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,47,4,,11,,282,,289,,,-,0,,,-,,-,NORTH CAROLINA,,20204734,POINT (-79.130883 35.52603)
NEW JERSEY,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204710,POINT (-74.655514 40.110253)
EAST NORTH CENTRAL,2020,47,1,,9,,100,,148,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204714,
TENNESSEE,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,47,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20204703,POINT (-72.738288 41.575155)
MARYLAND,2020,47,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20204733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,47,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20204735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,47,,-,2,,3,,23,,,-,0,,,-,,-,OKLAHOMA,,20204746,POINT (-97.508297 35.583449)
OHIO,2020,47,1,,3,,39,,43,,,-,0,,,-,,-,OHIO,,20204718,POINT (-82.70936 40.415534)
MINNESOTA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204723,POINT (-94.198308 46.349153)
LOUISIANA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204745,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2020,47,4,,36,,374,,572,,,-,0,,,-,,-,,SOUTH ATLANTIC,20204728,
PENNSYLVANIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204713,POINT (-77.838886 40.896694)
UTAH,2020,47,,-,3,,5,,12,,,-,0,,,-,,-,UTAH,,20204755,POINT (-111.678222 39.323779)
COLORADO,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204750,POINT (-105.547832 38.998552)
VERMONT,2020,47,,-,1,,,-,15,,,-,0,,,-,,-,VERMONT,,20204708,POINT (-72.662695 44.075252)
KENTUCKY,2020,47,,-,5,,13,,14,,,-,0,,,-,,-,KENTUCKY,,20204740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204767,POINT (-66.414655 18.215692)
MAINE,2020,47,1,,6,,70,,80,,,-,0,,,-,,-,MAINE,,20204704,POINT (-69.06137 45.117911)
VIRGINIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204736,POINT (-78.666382 37.510861)
ARIZONA,2020,47,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20204749,POINT (-111.664616 34.293239)
WISCONSIN,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204719,POINT (-89.732969 44.639954)
IDAHO,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204768,POINT (-64.840836 18.060868)
MICHIGAN,2020,47,,-,4,,23,,52,,,-,0,,,-,,-,MICHIGAN,,20204717,POINT (-85.730977 44.874798)
GEORGIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,47,,-,1,,,-,24,,,-,0,,,-,,-,,NEW YORK CITY,20204712,
ARKANSAS,2020,47,,-,3,,26,,25,,,-,0,,,-,,-,ARKANSAS,,20204744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,47,,-,1,,1,,3,,,-,0,,,-,,-,MISSISSIPPI,,20204741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,47,,-,0,,,-,16,,,-,0,,,-,,-,SOUTH DAKOTA,,20204727,POINT (-100.230491 44.43614)
WYOMING,2020,47,,-,0,,,-,26,,,-,0,,,-,,-,WYOMING,,20204756,POINT (-107.55145 42.999627)
MISSOURI,2020,47,,-,4,,16,,22,,,-,0,,,-,,-,MISSOURI,,20204724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,47,2,,26,,393,,538,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204709,
CALIFORNIA,2020,47,,-,9,,136,,261,,,-,0,,,-,,-,CALIFORNIA,,20204759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,47,,-,5,,24,,51,,,-,0,,,-,,-,WEST VIRGINIA,,20204737,POINT (-80.613729 38.642579)
FLORIDA,2020,47,,-,32,,68,,120,,,-,0,,,-,,-,FLORIDA,,20204731,POINT (-82.420978 28.260731)
MONTANA,2020,47,,-,2,,12,,18,,,-,0,,,-,,-,MONTANA,,20204752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,47,,-,4,,38,,87,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204720,
MASSACHUSETTS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,47,,-,7,,37,,97,,,-,0,,,-,,-,,MOUNTAIN,20204748,
INDIANA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20204716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204769,
US TERRITORIES,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204763,
TOTAL,2020,36,26,,72,,1187,,1903,,,-,0,,,-,,-,,TOTAL,20203670,
US RESIDENTS,2020,36,26,,72,,1187,,1903,,,-,0,,,-,,-,,US RESIDENTS,20203601,
NEW HAMPSHIRE,2020,36,,-,2,,14,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20203606,POINT (-71.57139 43.680429)
NEW YORK,2020,36,10,,27,,307,,395,,,-,0,,,-,,-,NEW YORK,,20203611,POINT (-75.59655 42.921241)
PACIFIC,2020,36,,-,14,,88,,181,,,-,0,,,-,,-,,PACIFIC,20203657,
WEST SOUTH CENTRAL,2020,36,,-,22,,249,,420,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20203643,
NEBRASKA,2020,36,,-,4,,13,,15,,,-,0,,,-,,-,NEBRASKA,,20203625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,36,2,,7,,47,,48,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20203638,
NORTH DAKOTA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20203626,POINT (-100.46931 47.446305)
NEVADA,2020,36,,-,2,,7,,10,,,-,0,,,-,,-,NEVADA,,20203653,POINT (-114.916992 39.283294)
ILLINOIS,2020,36,3,,6,,34,,42,,,-,0,,,-,,-,ILLINOIS,,20203615,POINT (-89.148632 40.124144)
IOWA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20203621,POINT (-93.500061 42.074659)
TEXAS,2020,36,,-,20,,247,,382,,,-,0,,,-,,-,TEXAS,,20203647,POINT (-99.317341 31.447238)
ALASKA,2020,36,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20203658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203630,POINT (-77.016275 38.904785)
WASHINGTON,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20203662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,36,3,,9,,80,,113,,,-,0,,,-,,-,,NEW ENGLAND,20203602,
RHODE ISLAND,2020,36,1,,7,,11,,14,,,-,0,,,-,,-,RHODE ISLAND,,20203607,POINT (-71.534637 41.572574)
OREGON,2020,36,,-,0,,,-,2,,,-,0,,,-,,-,OREGON,,20203661,POINT (-120.605279 43.940449)
DELAWARE,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20203629,POINT (-75.452394 38.994926)
ALABAMA,2020,36,2,,4,,38,,37,,,-,0,,,-,,-,ALABAMA,,20203639,POINT (-86.844516 32.756889)
KANSAS,2020,36,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20203622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,36,4,,12,,222,,218,,,-,0,,,-,,-,NORTH CAROLINA,,20203634,POINT (-79.130883 35.52603)
GUAM,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203666,POINT (144.653198 13.3532)
NEW JERSEY,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20203610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,36,,-,2,,8,,18,,,-,0,,,-,,-,NEW MEXICO,,20203654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,36,6,,13,,77,,106,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20203614,
TENNESSEE,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20203642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,36,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20203603,POINT (-72.738288 41.575155)
MARYLAND,2020,36,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20203633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,36,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20203635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,36,,-,4,,2,,17,,,-,0,,,-,,-,OKLAHOMA,,20203646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203665,POINT (145.725693 15.1834)
OHIO,2020,36,3,,3,,28,,32,,,-,0,,,-,,-,OHIO,,20203618,POINT (-82.70936 40.415534)
MINNESOTA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20203623,POINT (-94.198308 46.349153)
LOUISIANA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20203645,POINT (-91.840238 30.921314)
HAWAII,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20203660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,36,4,,34,,292,,488,,,-,0,,,-,,-,,SOUTH ATLANTIC,20203628,
PUERTO RICO,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203667,POINT (-66.414655 18.215692)
PENNSYLVANIA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20203613,POINT (-77.838886 40.896694)
UTAH,2020,36,,-,3,,1,,11,,,-,0,,,-,,-,UTAH,,20203655,POINT (-111.678222 39.323779)
COLORADO,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20203650,POINT (-105.547832 38.998552)
VERMONT,2020,36,,-,2,,,-,12,,,-,0,,,-,,-,VERMONT,,20203608,POINT (-72.662695 44.075252)
KENTUCKY,2020,36,,-,5,,8,,9,,,-,0,,,-,,-,KENTUCKY,,20203640,POINT (-85.290484 37.526683)
MAINE,2020,36,2,,6,,55,,54,,,-,0,,,-,,-,MAINE,,20203604,POINT (-69.06137 45.117911)
VIRGINIA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20203636,POINT (-78.666382 37.510861)
ARIZONA,2020,36,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20203649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203664,
WISCONSIN,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20203619,POINT (-89.732969 44.639954)
IDAHO,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20203651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203668,POINT (-64.840836 18.060868)
MICHIGAN,2020,36,,-,6,,15,,32,,,-,0,,,-,,-,MICHIGAN,,20203617,POINT (-85.730977 44.874798)
GEORGIA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20203632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20203612,
ARKANSAS,2020,36,,-,1,,,-,21,,,-,0,,,-,,-,ARKANSAS,,20203644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,36,,-,1,,1,,2,,,-,0,,,-,,-,MISSISSIPPI,,20203641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,36,,-,2,,,-,13,,,-,0,,,-,,-,SOUTH DAKOTA,,20203627,POINT (-100.230491 44.43614)
WYOMING,2020,36,,-,1,,,-,24,,,-,0,,,-,,-,WYOMING,,20203656,POINT (-107.55145 42.999627)
MISSOURI,2020,36,,-,3,,9,,18,,,-,0,,,-,,-,MISSOURI,,20203624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,36,10,,27,,307,,395,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203609,
CALIFORNIA,2020,36,,-,14,,88,,172,,,-,0,,,-,,-,CALIFORNIA,,20203659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,36,,-,5,,22,,38,,,-,0,,,-,,-,WEST VIRGINIA,,20203637,POINT (-80.613729 38.642579)
FLORIDA,2020,36,,-,31,,48,,120,,,-,0,,,-,,-,FLORIDA,,20203631,POINT (-82.420978 28.260731)
MONTANA,2020,36,1,,2,,9,,14,,,-,0,,,-,,-,MONTANA,,20203652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,36,,-,6,,22,,75,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203620,
MASSACHUSETTS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20203605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,36,1,,9,,25,,77,,,-,0,,,-,,-,,MOUNTAIN,20203648,
INDIANA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20203616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203669,
US TERRITORIES,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203663,
